Num,ID,Created_at,Fav,retweets,text,media1,media2,media3,media4,compund,neg,neu,pos
98,967021265432252416,2018-02-23 13:00:10,1393,317,"TONIGHT #Celtics vs @DetroitPistons  
? @LCArena_Detroit 
? 7:00 p.m.
? https://t.co/B1lvM9HPcY 
? @NBCSBoston  
?? @985TheSportsHub https://t.co/cf9W8EH0nk",http://pbs.twimg.com/media/DWuMtyvX4AIqnAM.jpg,N/A,N/A,N/A,0,0,1,0
99,966835552929701888,2018-02-23 0:42:13,1020,224,One month is not enough. @fchwpo talks about celebrating black history all year long. #BlackHistoryMonth #NBAVoices https://t.co/7BMSKP7NUs,https://video.twimg.com/amplify_video/966827700894789632/vid/1280x720/J_AtB-3DC8Vu_8Mv.mp4,N/A,N/A,N/A,0.5719,0,0.812,0.188
100,966779722993717248,2018-02-22 21:00:22,248,47,"We entered the All-Star break in a defensive funk, but here's why our guys believe things will quickly turn around on that end: https://t.co/OFRGoHysrn",N/A,N/A,N/A,N/A,0.0129,0,0.9540000000000001,0.046
101,966776063857647616,2018-02-22 20:45:50,351,74,"As we enter our final 23 games of the season, playing at the highest level is a top priority. https://t.co/lTMPgJZBmg",https://video.twimg.com/amplify_video/966773443227193344/vid/1280x720/YnU-u8ffnhiUy24b.mp4,N/A,N/A,N/A,0.3818,0,0.825,0.175
102,966771999262601216,2018-02-22 20:29:41,2341,310,????Detroit https://t.co/DrbiDImBKm,http://pbs.twimg.com/media/DWqp_7ZU0AENRgH.jpg,http://pbs.twimg.com/media/DWqp_7YU0AEvnVi.jpg,http://pbs.twimg.com/media/DWqp_7ZVAAABkJA.jpg,http://pbs.twimg.com/media/DWqp_7ZU0AIo-4T.jpg,0,0,1,0
103,966744202112577537,2018-02-22 18:39:13,314,51,"Marcus Smart (left quad contusion) did not practice today, but Brad Stevens says he?ll likely play Friday night in Detroit. 
#NEBHInjuryReport",N/A,N/A,N/A,N/A,0.6059,0,0.7929999999999999,0.207
104,966740800993456134,2018-02-22 18:25:42,364,57,"?Our schedule is really hard as we hit this last stretch,? says Brad Stevens. ?And that?s a good thing for us because we?re going to have to play with urgency. Hopefully it will benefit us down the road if we approach these 23 games the right way.? https://t.co/v1vragRjCt",http://pbs.twimg.com/media/DWqNnlWX4AAdJBj.jpg,N/A,N/A,N/A,0.8522,0.031,0.768,0.201
105,966740145658650624,2018-02-22 18:23:06,180,30,"Shane Larkin (knee) was able to go through practice today and will make the trip to Detroit. His return date is still up in the air, according to Brad Stevens. #NEBHInjuryReport",N/A,N/A,N/A,N/A,0,0,1,0
106,966738899367268352,2018-02-22 18:18:09,408,62,"?I think we have a sense of urgency about us,? says Jaylen Brown. ?The attention to details - the little things - is becoming more evident.? https://t.co/IRPR3o2o2J",http://pbs.twimg.com/media/DWqL5hJVMAA_NoZ.jpg,N/A,N/A,N/A,0,0,1,0
107,966696594002210816,2018-02-22 15:30:03,528,134,Larry Bird climbed further up our all-time leading scorer's list in a game against the Knicks on this day in 1988. https://t.co/bAvfiGrMuK,https://video.twimg.com/amplify_video/966691408093433856/vid/1280x720/Y9ZN1B-eKZzBj6HX.mp4,N/A,N/A,N/A,0,0,1,0
108,966524519761395714,2018-02-22 4:06:17,925,135,Marcus Smart returned to practice Wednesday after missing nearly a month with a hand injury. https://t.co/jgBbLMSr5g,https://video.twimg.com/amplify_video/966515186642358272/vid/1280x720/CX6kiHrEO-W5y6j7.mp4,N/A,N/A,N/A,0.2263,0.239,0.478,0.282
109,966503192472293377,2018-02-22 2:41:32,513,79,Brad Stevens visited the @RedSox on their 1st day of Spring Training &amp; delivered a special message ? one which could also apply to us as we exit All-Star break: https://t.co/JdcC1eLuWO,N/A,N/A,N/A,N/A,0.4019,0,0.912,0.08800000000000001
110,966466395914604544,2018-02-22 0:15:19,191,41,"Shane Larkin (knee) did not practice tonight. Brad Stevens says he did a lot of running and cutting drills, and added that he?ll likely go through parts of practice tomorrow, but is not sure if he will be able to play Friday.
#NEBHInjuryReport",N/A,N/A,N/A,N/A,0.1045,0.081,0.852,0.068
111,966465177041473536,2018-02-22 0:10:28,390,60,"Brad Stevens says the players looked fresh during practice tonight after having a week off. ?They looked like they had a little bounce, for sure.? https://t.co/YdbmAV3j9F",http://pbs.twimg.com/media/DWmS8pCWsAArPbA.jpg,N/A,N/A,N/A,0.5859,0,0.821,0.179
112,966463959128858625,2018-02-22 0:05:38,791,136,"?I feel good,? says Marcus Smart, who has been cleared to play Friday after missing extended time with a right hand injury. ?I got some good workouts at home. (My hand) feels good and it?s good to be back with these guys.? https://t.co/IIrU1xsiNe",http://pbs.twimg.com/media/DWmR1_mUQAAiY_I.jpg,N/A,N/A,N/A,0.9081,0.08900000000000001,0.585,0.326
113,966462928223461381,2018-02-22 0:01:32,429,59,"Al Horford: ?We all had (defensive) slip-ups (before the break), but now we have a chance to regroup and hopefully we can start to be better on that end.?",N/A,N/A,N/A,N/A,0.872,0,0.716,0.284
114,966462069087309824,2018-02-21 23:58:07,1408,201,Kyrie Irving on getting back at it after the break: ?We faced a little bit of a stretch where we haven?t played our type of basketball. We just want to get back to being consistent.?,N/A,N/A,N/A,N/A,0.4019,0,0.893,0.107
115,966387922353250307,2018-02-21 19:03:29,376,58,Here's why the Rising Stars Challenge could wind up fueling Jaylen Brown's final two months of the regular season: https://t.co/AwENE9zjoV,N/A,N/A,N/A,N/A,0.0772,0,0.9359999999999999,0.064
116,966375806913204224,2018-02-21 18:15:21,497,70,We have assigned Guerschon Yabusele to the @maineredclaws,N/A,N/A,N/A,N/A,0,0,1,0
117,966356883002060803,2018-02-21 17:00:09,130,33,"What's it like to fly on our team plane with the C's? This is your chance to find out! 
Enter the Charmed by Travel Sweepstakes presented by @alexandani to travel with the team to Portland this March ?? 
https://t.co/WFeiPbv9bQ https://t.co/hJuuNkZX9j",http://pbs.twimg.com/media/DWkwdfIWkAEHgWb.jpg,N/A,N/A,N/A,0.7777,0,0.826,0.174
118,966343560311304195,2018-02-21 16:07:13,1317,408,"In December of 1964, Tom ""Satch"" Sanders, Sam Jones, K.C. Jones, @RealBillRussell and Willie Naulls became the first all-black starting five in NBA history. https://t.co/xKF6TiPHJC",https://video.twimg.com/amplify_video/966342332013563904/vid/1280x720/pWwMqvhvx7Afw24i.mp4,N/A,N/A,N/A,0,0,1,0
119,965994577667731461,2018-02-20 17:00:29,146,22,"Calling young #Celtics fans! Are you the next @ArbellaIns Jr. Broadcaster? Enter the contest to win a behind-the-scenes experience at a home game this season ?? https://t.co/4AstGGZjsS

No purchase necessary. Must be 7 to 15 years old. See official rules for details. https://t.co/T6j4l27axO",N/A,N/A,N/A,N/A,0.4389,0.05,0.858,0.092
120,965971570349916165,2018-02-20 15:29:03,291,49,"At a Read to Achieve event at Guild Elementary School, Semi Ojeleye led a read along and open discussion with students in celebration of #BlackHistoryMonth #NBAVoices https://t.co/xHbwsP4mZ0",https://video.twimg.com/amplify_video/965970017224290304/vid/1280x720/lsyM94z5b-RT-t4H.mp4,N/A,N/A,N/A,0,0,1,0
121,965712049224519680,2018-02-19 22:17:49,969,125,We'll be watching #Celtics fan @AlexShibutani &amp; his sister @MaiaShibutani tonight! #TeamUSA https://t.co/Y24TgzN4zF,N/A,N/A,N/A,N/A,0.3802,0,0.8220000000000001,0.17800000000000002
122,965504115764686848,2018-02-19 8:31:34,892,146,"Kyrie &gt; LeBron = GAME-WINNER! Fans loved watching the new #NBAAllStar layout, and the players had more fun than they have in years. https://t.co/4qpCzzFkPB",https://video.twimg.com/amplify_video/965499617986007040/vid/1280x720/nh5vUphOutx5wJJG.mp4,N/A,N/A,N/A,0.831,0,0.73,0.27
123,965490465821876229,2018-02-19 7:37:19,424,60,Sunday's ASG featured a collective competitiveness that had been missing for years. Kyrie &amp; Al explain exactly what changed: https://t.co/OBcgtxHiqk,N/A,N/A,N/A,N/A,-0.29600000000000004,0.109,0.8909999999999999,0
124,965441864634531840,2018-02-19 4:24:12,3834,806,#KyrieIrving and #TeamLeBron walk away with the win ? https://t.co/b8XJXGD11X,http://pbs.twimg.com/media/DWXwM3pU0AAzzuR.jpg,N/A,N/A,N/A,0.5859,0,0.6779999999999999,0.322
125,965436384482754561,2018-02-19 4:02:25,3557,1058,Kyrie just being Kyrie https://t.co/NDIY2qBJG5,https://video.twimg.com/amplify_video/965436202156371968/vid/1280x720/8fNnhYyEm8PO-Lo0.mp4,N/A,N/A,N/A,0,0,1,0
126,965435025444384768,2018-02-19 3:57:01,3713,982,oooooo KYRIE ?? https://t.co/JuIfJI0npj,https://video.twimg.com/amplify_video/965434589517774849/vid/1280x720/8Jsb6P9MHGw-hZtF.mp4,N/A,N/A,N/A,0,0,1,0
127,965431450177716224,2018-02-19 3:42:49,1039,201,AL HORFORD ? https://t.co/XtXJKp5xCS,https://video.twimg.com/amplify_video/965431210649436160/vid/1280x720/MuQkCgRXRLSDxvLj.mp4,N/A,N/A,N/A,0,0,1,0
128,965429144757575681,2018-02-19 3:33:39,4535,797,"#KyrieIrving x #AlHorford

?????? https://t.co/VUboLKRr3i",http://pbs.twimg.com/media/DWXkr3RU0AEYvUl.jpg,N/A,N/A,N/A,0,0,1,0
129,965416200430804992,2018-02-19 2:42:13,831,127,"It?s halftime in LA!

#AlHorford and #TeamStephen hold a 78-76 lead over #KyrieIrving and #TeamLeBron https://t.co/gkvZIU23XK",http://pbs.twimg.com/media/DWXY6aJUMAAPQWd.jpg,N/A,N/A,N/A,0,0,1,0
130,965398947538677760,2018-02-19 1:33:39,0,1636,RT @NBA: ? #RussellWestbrook x #KyrieIrving ? https://t.co/Eh3ogXBL7K,https://video.twimg.com/ext_tw_video/965389371242291201/pu/vid/720x1280/r_0lg5p49UjaYZhr.mp4,N/A,N/A,N/A,0,0,1,0
131,965398398118584320,2018-02-19 1:31:29,1437,564,"From DR to #NBAAllStar, our guy, Mr. #AlHorford https://t.co/0PvEItk7r7",https://video.twimg.com/amplify_video/965397542509993985/vid/1280x720/Je2rfproyhnpLgzw.mp4,N/A,N/A,N/A,0,0,1,0
132,965398165926088705,2018-02-19 1:30:33,3278,831,Kevin Hart's got jokes! Give it up for KYRIE IRVING! #NBAAllStar https://t.co/96KMecTMev,https://video.twimg.com/amplify_video/965397542505721856/vid/1280x720/CoVctpZx_XVqLrNS.mp4,N/A,N/A,N/A,0.3786,0,0.81,0.19
133,965387537551273984,2018-02-19 0:48:19,722,124,?? https://t.co/U9iKVRBRdY,N/A,N/A,N/A,N/A,0,0,1,0
134,965387285544943616,2018-02-19 0:47:19,474,50,??? https://t.co/JXoZhtUvek,N/A,N/A,N/A,N/A,0,0,1,0
135,965384311875579904,2018-02-19 0:35:30,883,154,Still impressed with last night?s Slam Dunk Contest https://t.co/qpL3l7w8It,https://video.twimg.com/ext_tw_video/965384149291778050/pu/vid/1280x720/654z4r16mcDuALjZ.mp4,N/A,N/A,N/A,0.128,0.205,0.551,0.244
136,965381672832135168,2018-02-19 0:25:01,1335,282,#KyrieIrving takes the court to warmup https://t.co/jhbg7UaK26,https://video.twimg.com/ext_tw_video/965381602200109057/pu/vid/1280x720/mjAHX7QxHiKJPfky.mp4,N/A,N/A,N/A,0.1027,0,0.8109999999999999,0.18899999999999997
137,965376312637566976,2018-02-19 0:03:43,169,36,What have the #Celtics been up to in L.A? Check out our behind-the-scenes @SamsoniteUSA Road Lens gallery ? https://t.co/Mjl2YfrBYN https://t.co/KutJX8yfSA,http://pbs.twimg.com/media/DWW0o5vW4AEm_BL.jpg,N/A,N/A,N/A,0,0,1,0
138,965286587473985536,2018-02-18 18:07:11,545,103,"In four All-Star appearances, Kyrie has averaged 19.7 PPG. When he won the All-Star MVP Award, what percentage did he shoot from the field? Watch today's Gameday Analytics presented by @generalelectric to find out. https://t.co/fxwDefHzY4",https://video.twimg.com/ext_tw_video/965286558197665792/pu/vid/1280x720/KyzRnpylxc8Kxh7y.mp4,N/A,N/A,N/A,0.7003,0.057999999999999996,0.769,0.17300000000000001
139,965065852973273089,2018-02-18 3:30:04,388,61,The 2018 All-Stars believe that the new format to the Sunday Showcase will turn the game into a ?very competitive? matchup. https://t.co/5HvSQJwCMw,https://video.twimg.com/amplify_video/965051817280155648/vid/1280x720/fcWcrEgubRpW6ecN.mp4,N/A,N/A,N/A,0,0,1,0
140,965051422269046784,2018-02-18 2:32:43,776,106,#AlHorford speaks to the media following his loss to Joel Embiid in the Skills Challenge. https://t.co/0s9GRsDFO3,https://video.twimg.com/amplify_video/965049038344081413/vid/1280x720/TvgHTMFX3OrdJ8wN.mp4,N/A,N/A,N/A,-0.25,0.131,0.795,0.07400000000000001
141,965045260534665217,2018-02-18 2:08:14,535,49,Al Horford was all smiles after participating in tonight's Skills Challenge and updating his personal bucket list. https://t.co/bgwauykRTt,N/A,N/A,N/A,N/A,0.5267,0,0.784,0.21600000000000003
142,965003341993562112,2018-02-17 23:21:40,463,59,"The Skills Challenge may seem like it's catered to guards, but Kyrie and some of tonight's competitors see Al Horford as a top challenger. https://t.co/l51Rl1OLQV",N/A,N/A,N/A,N/A,0.5927,0,0.745,0.255
143,964969668560564225,2018-02-17 21:07:51,4192,1113,Kyrie?s out here signing globes now ?? https://t.co/0c4RExO0bX,https://video.twimg.com/ext_tw_video/964969550646145024/pu/vid/720x1280/htZbXXbPxeUSLrFq.mp4,N/A,N/A,N/A,0,0,1,0
144,964960156571205632,2018-02-17 20:30:04,733,109,#AlHorford all smiles heading into practice https://t.co/lOuclidEik,https://video.twimg.com/amplify_video/964959893500313601/vid/1280x720/ZA54vlgfCITBoUCV.mp4,N/A,N/A,N/A,0.4767,0,0.659,0.341
145,964958634223460352,2018-02-17 20:24:01,1130,265,Practice time for #KyrieIrving and #TeamLebron https://t.co/XF8VLgbikC,http://pbs.twimg.com/media/DWQ3cfaVwAAkht4.jpg,http://pbs.twimg.com/media/DWQ4nsYUMAA9S0N.jpg,http://pbs.twimg.com/media/DWQ4oTwV4AAFAZv.jpg,N/A,0,0,1,0
146,964953635951058944,2018-02-17 20:04:09,1728,244,Coach Tatum was getting into the game this morning during the #NBACares @SpecialOlympics Unified Basketball Game. https://t.co/edAhV4Q0YP,http://pbs.twimg.com/media/DWQ0C9GUMAA3Yoe.jpg,N/A,N/A,N/A,0.3818,0,0.86,0.14
147,964937721641758721,2018-02-17 19:00:55,0,32,"RT @dtheis10: Sports talk and having fun at the @WaltDisneyWorld @espn club 
?????? https://t.co/kQsTJPTUKl",http://pbs.twimg.com/media/DWQI_leXkAA48g3.jpg,N/A,N/A,N/A,0.5106,0,0.7979999999999999,0.20199999999999999
148,964899997660495873,2018-02-17 16:31:01,5303,1232,Last night ? #KickstartRisingStars https://t.co/n7NQkpXgwm,http://pbs.twimg.com/media/DWQDbgXV4AAkLpE.jpg,N/A,N/A,N/A,0,0,1,0
149,964846911722217473,2018-02-17 13:00:04,530,113,https://t.co/FRstmjo3OO,https://video.twimg.com/amplify_video/964745195928543232/vid/1280x720/r7MJdVfKV1RKFC4I.mp4,N/A,N/A,N/A,0,0,1,0
150,964741273218412544,2018-02-17 6:00:18,861,122,"Between Jaylen Brown's record-smashing performance &amp; Jayson Tatum's rim-rocking jams, Friday's Rising Stars game was one to remember: https://t.co/nubDiuhlgw",N/A,N/A,N/A,N/A,0,0,1,0
151,964728276680810501,2018-02-17 5:08:39,8529,1661,Jaylen had himself a night ? https://t.co/cYOuUprWre,http://pbs.twimg.com/media/DWNnQBHVAAEm_LT.jpg,N/A,N/A,N/A,0,0,1,0
152,964707436639567872,2018-02-17 3:45:50,1560,570,More Jaylen jams. ? https://t.co/F4CF5vZDMr,https://video.twimg.com/amplify_video/964707004643069954/vid/1280x720/w8d6rOYQCSUhwY5H.mp4,N/A,N/A,N/A,0,0,1,0
153,964706654712250368,2018-02-17 3:42:44,3857,1383,JAYLEN! https://t.co/xo31PMiOGA,https://video.twimg.com/amplify_video/964706487367970816/vid/1280x720/2bBjT6eRoOTE4sku.mp4,N/A,N/A,N/A,0,0,1,0
154,964706461212327936,2018-02-17 3:41:58,0,513,"RT @NBAAllStar: Tatum! ?

#KickstartRisingStars https://t.co/ZpN50EIg4Q",https://video.twimg.com/amplify_video/964705883124125697/vid/1280x720/EhM4UrNSU72u6heP.mp4,N/A,N/A,N/A,0,0,1,0
155,964706154877038593,2018-02-17 3:40:45,2251,635,Jayson Tatum! ? https://t.co/z3hzSkpGd6,https://video.twimg.com/amplify_video/964705826697957381/vid/1280x720/-WnIe-j6XIf2aZgL.mp4,N/A,N/A,N/A,0,0,1,0
156,964705410874712064,2018-02-17 3:37:47,698,316,Jaylen Brown for #KickstartRisingStars MVP! https://t.co/sQVFVlwiNv,https://video.twimg.com/amplify_video/964705209082568705/vid/1280x720/DO3UOwutY5ECDM-R.mp4,N/A,N/A,N/A,0,0,1,0
157,964704324319260673,2018-02-17 3:33:28,348,225,"VOTE VOTE VOTE

Jaylen Brown #KickstartRisingStars https://t.co/jN3Am6Vw0W",N/A,N/A,N/A,N/A,0,0,1,0
158,964703662663655425,2018-02-17 3:30:51,414,229,"Vote for @FCHWPO for MVP

Tweet ""Jaylen Brown #KickstartRisingStars"" https://t.co/jNYlzxPVz6",N/A,N/A,N/A,N/A,0,0,1,0
159,964702360072175617,2018-02-17 3:25:40,533,130,Tatum gets the over-the-head shot to fall! https://t.co/XKi8Z1xKZ6,https://video.twimg.com/amplify_video/964701628589776896/vid/1280x720/Cap2v5e32WMEWt8j.mp4,N/A,N/A,N/A,0,0,1,0
160,964701248195710977,2018-02-17 3:21:15,5136,753,Look who came to show some support ??? https://t.co/yY5Fb547fV,https://video.twimg.com/ext_tw_video/964701192663138307/pu/vid/1280x720/q60ffuBcTCruzSrT.mp4,N/A,N/A,N/A,0.4019,0,0.748,0.252
161,964700834817753088,2018-02-17 3:19:36,763,214,Jaylen Brown goes coast-to-coast! ?? https://t.co/0rcSIq1g4T,https://video.twimg.com/amplify_video/964700406122074113/vid/1280x720/6kkMRWIINPTfFsEa.mp4,N/A,N/A,N/A,0,0,1,0
162,964698546233421824,2018-02-17 3:10:31,504,123,Brown skies to finish off another alley-oop! https://t.co/mEer4Cl6eF,https://video.twimg.com/amplify_video/964698335654199296/vid/1280x720/kEhOZ_Jdz9XvVswV.mp4,N/A,N/A,N/A,0,0,1,0
163,964692875287019521,2018-02-17 2:47:59,588,127,Tatum slices through the lane for two! https://t.co/xyKQHzq22T,https://video.twimg.com/amplify_video/964692564879196160/vid/1280x720/25-1Km1bDvmBjmks.mp4,N/A,N/A,N/A,0,0,1,0
164,964691889172525056,2018-02-17 2:44:04,729,193,Brown finishes on the lob! https://t.co/KenfV2oZZb,https://video.twimg.com/amplify_video/964691500754857984/vid/1280x720/2fyrpXjUT6hqkJ_Z.mp4,N/A,N/A,N/A,0,0,1,0
165,964690868471922688,2018-02-17 2:40:00,1773,447,Jaylen connects on the stepback! ? https://t.co/XkG99h8KE9,https://video.twimg.com/amplify_video/964690713135874048/vid/1280x720/JoojUTNE1wrCJcNo.mp4,N/A,N/A,N/A,0,0,1,0
166,964687669505662976,2018-02-17 2:27:18,0,804,RT @NBA: The #KickstartRisingStars U.S. TEAM ready for gametime on TNT! #NBAAllStar https://t.co/PMyIAuCBmp,http://pbs.twimg.com/media/DWMykvJVMAAlFnH.jpg,N/A,N/A,N/A,0.4199,0,0.8109999999999999,0.18899999999999997
167,964686845383553025,2018-02-17 2:24:01,0,401,"RT @KGArea21: The Big Ticket &amp; The Truth. 

#KGArea21 #RufflesCelebGame https://t.co/EPacyD1EoT",http://pbs.twimg.com/media/DWMyHHcVAAAmLjd.jpg,N/A,N/A,N/A,0.3182,0,0.813,0.187
168,964686429468033026,2018-02-17 2:22:22,810,203,Brown hammers it home for Team USA in the #KickstartRisingStars Challenge! https://t.co/74kyxYSLyT,https://video.twimg.com/amplify_video/964686122163912704/vid/1280x720/1nydpaebVMbAKClN.mp4,N/A,N/A,N/A,0.1511,0,0.8740000000000001,0.126
169,964652649680273409,2018-02-17 0:08:08,770,138,"Jaylen Brown and Jayson Tatum are at their first #NBAAllStar weekend, and they're doing their best to take advantage the opportunity. https://t.co/tiJnVpZhxM",https://video.twimg.com/ext_tw_video/964651975685021696/pu/vid/1280x720/bEhpjA3IYARjwZYQ.mp4,N/A,N/A,N/A,0.8402,0,0.679,0.321
170,964646558229725184,2018-02-16 23:43:56,244,28,Jaylen Brown hadn't been afforded a moment to sit back and appreciate how great his team has been this season ? until Friday afternoon in LA https://t.co/U7a1SjH9zw,N/A,N/A,N/A,N/A,0.7783,0,0.772,0.228
171,964615373743009792,2018-02-16 21:40:01,0,43,RT @ShawSportsNBA: @celtics big man Al Horford on the selection process conducted by Steph and LeBron for @NBAAllStar being televised.  Hor“,https://video.twimg.com/ext_tw_video/964594070180970496/pu/vid/720x1280/zX61EDmWgwN_V2ZQ.mp4,N/A,N/A,N/A,0,0,1,0
172,964607447875768320,2018-02-16 21:08:31,1804,299,JT + JB = 2 peas in a pod https://t.co/SbuLR9NNWW,https://video.twimg.com/ext_tw_video/964607369312268288/pu/vid/1280x720/aPiVrUIKfQJM3TOZ.mp4,N/A,N/A,N/A,0.3885,0,0.655,0.345
173,964582381033172992,2018-02-16 19:28:55,946,261,Two #Celtics Legends reflecting on their own All-Star experiences ?? https://t.co/GAoF7VbVR3,https://video.twimg.com/amplify_video/964581794589757441/vid/1280x720/ozSF1AcHJH8wdqJr.mp4,N/A,N/A,N/A,0,0,1,0
174,964571244778569729,2018-02-16 18:44:40,689,133,The #Celtics are taking over #NBAAllStar Weekend. https://t.co/y6KiV4HA7f,https://video.twimg.com/amplify_video/964570406853079040/vid/1280x720/Uc7BVLr_AAC1DDjn.mp4,N/A,N/A,N/A,0,0,1,0
175,964269224523808768,2018-02-15 22:44:33,191,30,All season long the C?s have been empowering teens to be leaders in their communities to bridge divides and confront injustices.  #NBAVoices https://t.co/r60tGZrSvW,N/A,N/A,N/A,N/A,-0.1779,0.07200000000000001,0.9279999999999999,0
