Movie_ID,movie_names,gross_value,imdb_ratings,metscores,movie_description,runtime,votes,certificate,certificate_id,year_release,year_id,Genre1,Genre2,Genre3,director_name,Director_id,star1,star2,star3,star4,star5,star6
408,Cloud Atlas,27108272,7.5,55,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",172 min,311800,R,2,2012,3,Action, Drama, Mystery            ,Tom Tykwer,408,Tom Tykwer, Lana Wachowski, Lilly Wachowski, Tom Hanks, Halle Berry, Hugh Grant
409,Brave,237283207,7.1,69,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",93 min,311461,PG,4,2012,3,Animation, Adventure, Comedy            ,Mark Andrews,409,Mark Andrews, Brenda Chapman, Steve Purcell, Kelly Macdonald, Billy Connolly, Emma Thompson
410,Wreck-It Ralph,189422889,7.7,72,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",101 min,307110,PG,4,2012,3,Animation, Adventure, Comedy            ,Rich Moore,410,Rich Moore, John C. Reilly, Jack McBrayer, Jane Lynch,null,null
411,Men in Black 3,179020854,6.8,58,"Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.",106 min,289150,PG-13,1,2012,3,Action, Adventure, Comedy            ,Barry Sonnenfeld,411,Barry Sonnenfeld, Will Smith, Tommy Lee Jones, Josh Brolin,null,null
412,Flight,93772375,7.3,76,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",138 min,286738,R,2,2012,3,Drama, Thriller            ,null,Robert Zemeckis,412,Robert Zemeckis, Denzel Washington, Nadine Velazquez, Don Cheadle,null,null
413,Moonrise Kingdom,45512466,7.8,84,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",94 min,270041,PG-13,1,2012,3,Adventure, Comedy, Drama            ,Wes Anderson,413,Wes Anderson, Jared Gilman, Kara Hayward, Bruce Willis,null,null
414,Les Misê©rables,148809770,7.6,63,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",158 min,269330,PG-13,1,2012,3,Drama, History, Musical            ,Tom Hooper,414,Tom Hooper, Hugh Jackman, Russell Crowe, Anne Hathaway,null,null
415,The Expendables 2,85017401,6.6,51,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",103 min,266112,R,2,2012,3,Action, Adventure, Thriller            ,Simon West,415,Simon West, Sylvester Stallone, Liam Hemsworth, Randy Couture,null,null
416,Jack Reacher,80070736,7,50,"A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.",130 min,264145,PG-13,1,2012,3,Action, Crime, Mystery            ,Christopher McQuarrie,416,Christopher McQuarrie, Tom Cruise, Rosamund Pike, Richard Jenkins,null,null
417,Taken 2,139854287,6.3,45,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",92 min,260079,PG-13,1,2012,3,Action, Crime, Thriller            ,Olivier Megaton,417,Olivier Megaton, Liam Neeson, Famke Janssen, Maggie Grace,null,null
418,The Bourne Legacy,113203870,6.7,61,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",135 min,255240,PG-13,1,2012,3,Action, Adventure, Mystery            ,Tony Gilroy,418,Tony Gilroy, Jeremy Renner, Rachel Weisz, Edward Norton,null,null
419,Snow White and the Huntsman,155332381,6.1,57,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",127 min,247658,PG-13,1,2012,3,Action, Adventure, Drama            ,Rupert Sanders,419,Rupert Sanders, Kristen Stewart, Chris Hemsworth, Charlize Theron,null,null
420,Pitch Perfect,65001093,7.2,66,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",112 min,239967,PG-13,1,2012,3,Comedy, Music, Romance            ,Jason Moore,420,Jason Moore, Anna Kendrick, Brittany Snow, Rebel Wilson,null,null
421,Zero Dark Thirty,95720716,7.4,95,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",157 min,236798,R,2,2012,3,Drama, Thriller            ,null,Kathryn Bigelow,421,Kathryn Bigelow, Jessica Chastain, Joel Edgerton, Chris Pratt,null,null
422,The Dictator,59650222,6.4,58,"The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.",83 min,235122,R,2,2012,3,Comedy            ,null,null,Larry Charles,422,Larry Charles, Sacha Baron Cohen, Anna Faris, John C. Reilly,null,null
423,John Carter,73078100,6.6,51,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",132 min,228460,PG-13,1,2012,3,Action, Adventure, Sci-Fi            ,Andrew Stanton,423,Andrew Stanton, Taylor Kitsch, Lynn Collins, Willem Dafoe,null,null
424,Dredd,13414714,7.1,59,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",95 min,223362,R,2,2012,3,Action, Crime, Sci-Fi            ,Pete Travis,424,Pete Travis, Karl Urban, Olivia Thirlby, Lena Headey,null,null
425,Chronicle,64575175,7.1,69,"Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.",84 min,220384,PG-13,1,2012,3,Drama, Sci-Fi, Thriller            ,Josh Trank,425,Josh Trank, Dane DeHaan, Alex Russell, Michael B. Jordan,null,null
426,Total Recall,58877969,6.3,43,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Recall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",118 min,218670,PG-13,1,2012,3,Action, Adventure, Mystery            ,Len Wiseman,426,Len Wiseman, Colin Farrell, Bokeem Woodbine, Bryan Cranston,null,null
427,Dark Shadows,79727149,6.2,55,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",113 min,217990,PG-13,1,2012,3,Comedy, Fantasy, Horror            ,Tim Burton,427,Tim Burton, Johnny Depp, Michelle Pfeiffer, Eva Green,null,null
428,Lincoln,182207973,7.4,86,"As the War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",150 min,216970,PG-13,1,2012,3,Biography, Drama, History            ,Steven Spielberg,428,Steven Spielberg, Daniel Day-Lewis, Sally Field, David Strathairn,null,null
429,Battleship,65422625,5.8,41,"A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.",131 min,216825,PG-13,1,2012,3,Action, Adventure, Sci-Fi            ,Peter Berg,429,Peter Berg, Alexander Skarsgí_Œ‚rd, Brooklyn Decker, Liam Neeson,null,null
430,Jagten,687185,8.3,77,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",115 min,213148,R,2,2012,3,Drama            ,null,null,Thomas Vinterberg,430,Thomas Vinterberg, Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp,null,null
431,The Place Beyond the Pines,21383298,7.3,68,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",140 min,212385,R,2,2012,3,Crime, Drama, Thriller            ,Derek Cianfrance,431,Derek Cianfrance, Ryan Gosling, Bradley Cooper, Eva Mendes,null,null
432,Seven Psychopaths,15024049,7.2,66,"A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.",110 min,208882,R,2,2012,3,Comedy, Crime            ,null,Martin McDonagh,432,Martin McDonagh, Colin Farrell, Woody Harrelson, Sam Rockwell,null,null
433,Lawless,37400127,7.3,58,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",116 min,203721,R,2,2012,3,Crime, Drama            ,null,John Hillcoat,433,John Hillcoat, Tom Hardy, Shia LaBeouf, Guy Pearce,null,null
434,The Twilight Saga: Breaking Dawn - Part 2,292298923,5.5,52,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",115 min,201930,PG-13,1,2012,3,Adventure, Drama, Fantasy            ,Bill Condon,434,Bill Condon, Kristen Stewart, Robert Pattinson, Taylor Lautner,null,null
435,End of Watch,41003371,7.7,68,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",109 min,201474,R,2,2012,3,Action, Crime, Drama            ,David Ayer,435,David Ayer, Jake Gyllenhaal, Michael Peí_Œ±a, Anna Kendrick,null,null
436,Hotel Transylvania,148313048,7.1,47,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",91 min,186158,PG,4,2012,3,Animation, Comedy, Family            ,Genndy Tartakovsky,436,Genndy Tartakovsky, Adam Sandler, Kevin James, Andy Samberg,null,null
437,American Reunion,57011521,6.7,49,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",113 min,184061,R,2,2012,3,Comedy            ,null,null,Jon Hurwitz,437,Jon Hurwitz, Hayden Schlossberg, Jason Biggs, Alyson Hannigan, Seann William Scott,null
438,Sinister,48086903,6.8,53,"Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.",110 min,183301,R,2,2012,3,Horror, Mystery, Thriller            ,Scott Derrickson,438,Scott Derrickson, Ethan Hawke, Juliet Rylance, James Ransone,null,null
439,Safe House,126373434,6.8,52,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",115 min,181182,R,2,2012,3,Action, Adventure, Crime            ,Daniel Espinosa,439,Daniel Espinosa, Denzel Washington, Ryan Reynolds, Robert Patrick,null,null
440,Project X,54731865,6.7,48,"3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",88 min,170014,R,2,2012,3,Action, Comedy, Crime            ,Nima Nourizadeh,440,Nima Nourizadeh, Thomas Mann, Oliver Cooper, Jonathan Daniel Brown,null,null
441,The Impossible,19019882,7.6,73,"The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.",114 min,165234,PG-13,1,2012,3,Drama, Thriller            ,null,J.A. Bayona,441,J.A. Bayona, Naomi Watts, Ewan McGregor, Tom Holland,null,null
442,Wrath of the Titans,83670083,5.8,37,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",99 min,164771,PG-13,1,2012,3,Action, Adventure, Fantasy            ,Jonathan Liebesman,442,Jonathan Liebesman, Sam Worthington, Liam Neeson, Rosamund Pike,null,null
443,The Vow,125014030,6.8,43,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",104 min,163802,PG-13,1,2012,3,Drama, Romance            ,null,Michael Sucsy,443,Michael Sucsy, Rachel McAdams, Channing Tatum, Sam Neill,null,null
444,Ice Age: Continental Drift,161321843,6.6,49,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",88 min,162712,PG,4,2012,3,Animation, Adventure, Comedy            ,Steve Martino,444,Steve Martino, Mike Thurmeier, Ray Romano, Denis Leary, John Leguizamo,null
445,This Means War,54760791,6.3,31,"A pair of CIA operatives wage an epic battle against one another when they discover they are dating the same woman.",103 min,160372,PG-13,1,2012,3,Action, Comedy, Romance            ,McG,445,McG, Reese Witherspoon, Chris Pine, Tom Hardy,null,null
446,The Woman in Black,54333290,6.4,62,"A young solicitor travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.",95 min,157277,PG-13,1,2012,3,Drama, Fantasy, Horror            ,James Watkins,446,James Watkins, Daniel Radcliffe, Janet McTeer, Ciarí_í_n Hinds,null,null
447,Mud,21590086,7.4,76,"Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.",130 min,149125,PG-13,1,2012,3,Drama            ,null,null,Jeff Nichols,447,Jeff Nichols, Matthew McConaughey, Tye Sheridan, Jacob Lofland,null,null
448,Abraham Lincoln: Vampire Hunter,37519139,5.9,42,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",105 min,137314,R,2,2012,3,Action, Fantasy, Horror            ,Timur Bekmambetov,448,Timur Bekmambetov, Benjamin Walker, Rufus Sewell, Dominic Cooper,null,null
